subset_size,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
3,"[4, 6, 8]",56,38,454,703,0.27722772277227725,0.6785714285714286,0.4049955396966994,0.4564935064935065
3,"[4, 6, 9]",57,39,461,741,0.28217821782178215,0.6964285714285714,0.4112399643175736,0.4811688311688312
3,"[4, 7, 8]",53,36,398,630,0.2623762376237624,0.6428571428571429,0.35504014272970563,0.4090909090909091
3,"[4, 7, 9]",54,38,417,703,0.26732673267326734,0.6785714285714286,0.3719892952720785,0.4564935064935065
3,"[4, 8, 9]",50,36,375,630,0.24752475247524752,0.6428571428571429,0.3345227475468332,0.4090909090909091
3,"[5, 6, 7]",50,32,346,496,0.24752475247524752,0.5714285714285714,0.3086529884032114,0.3220779220779221
3,"[5, 6, 8]",46,35,339,595,0.22772277227722773,0.625,0.3024085637823372,0.38636363636363635
3,"[5, 6, 9]",47,33,336,528,0.23267326732673269,0.5892857142857143,0.29973238180196254,0.34285714285714286
3,"[5, 7, 8]",43,33,282,528,0.21287128712871287,0.5892857142857143,0.25156110615521854,0.34285714285714286
3,"[5, 7, 9]",44,33,294,528,0.21782178217821782,0.5892857142857143,0.2622658340767172,0.34285714285714286
3,"[5, 8, 9]",40,32,241,496,0.19801980198019803,0.5714285714285714,0.2149866190900981,0.3220779220779221
3,"[6, 7, 8]",53,35,387,595,0.2623762376237624,0.625,0.3452274754683318,0.38636363636363635
3,"[6, 7, 9]",54,36,392,630,0.26732673267326734,0.6428571428571429,0.3496877787689563,0.4090909090909091
3,"[6, 8, 9]",50,36,373,630,0.24752475247524752,0.6428571428571429,0.3327386262265834,0.4090909090909091
3,"[7, 8, 9]",47,35,331,595,0.23267326732673269,0.625,0.2952720785013381,0.38636363636363635
4,"[0, 1, 2, 3]",102,51,937,1275,0.504950495049505,0.9107142857142857,0.8358608385370205,0.827922077922078
4,"[0, 1, 2, 4]",104,51,924,1275,0.5148514851485149,0.9107142857142857,0.8242640499553969,0.827922077922078
4,"[0, 1, 2, 5]",94,48,862,1128,0.46534653465346537,0.8571428571428571,0.7689562890276539,0.7324675324675325
4,"[0, 1, 2, 6]",104,51,929,1275,0.5148514851485149,0.9107142857142857,0.8287243532560215,0.827922077922078
4,"[0, 1, 2, 7]",101,51,916,1275,0.5,0.9107142857142857,0.8171275646743978,0.827922077922078
4,"[0, 1, 2, 8]",97,47,860,1081,0.4801980198019802,0.8392857142857143,0.7671721677074042,0.701948051948052
4,"[0, 1, 2, 9]",98,51,898,1275,0.48514851485148514,0.9107142857142857,0.8010704727921498,0.827922077922078
4,"[0, 1, 3, 4]",97,50,876,1225,0.4801980198019802,0.8928571428571429,0.7814451382694023,0.7954545454545454
4,"[0, 1, 3, 5]",87,48,807,1128,0.4306930693069307,0.8571428571428571,0.719892952720785,0.7324675324675325
4,"[0, 1, 3, 6]",97,49,867,1176,0.4801980198019802,0.875,0.7734165923282783,0.7636363636363637
4,"[0, 1, 3, 7]",94,49,842,1176,0.46534653465346537,0.875,0.7511150758251561,0.7636363636363637
4,"[0, 1, 3, 8]",90,48,818,1128,0.44554455445544555,0.8571428571428571,0.7297056199821588,0.7324675324675325
4,"[0, 1, 3, 9]",91,49,844,1176,0.4504950495049505,0.875,0.7528991971454059,0.7636363636363637
4,"[0, 1, 4, 5]",89,48,815,1128,0.4405940594059406,0.8571428571428571,0.7270294380017841,0.7324675324675325
4,"[0, 1, 4, 6]",99,49,865,1176,0.4900990099009901,0.875,0.7716324710080286,0.7636363636363637
4,"[0, 1, 4, 7]",96,49,847,1176,0.4752475247524752,0.875,0.7555753791257805,0.7636363636363637
4,"[0, 1, 4, 8]",92,47,812,1081,0.45544554455445546,0.8392857142857143,0.7243532560214094,0.701948051948052
4,"[0, 1, 4, 9]",93,48,843,1128,0.4603960396039604,0.8571428571428571,0.752007136485281,0.7324675324675325
4,"[0, 1, 5, 6]",89,47,811,1081,0.4405940594059406,0.8392857142857143,0.7234611953612846,0.701948051948052
4,"[0, 1, 5, 7]",86,47,790,1081,0.42574257425742573,0.8392857142857143,0.7047279214986619,0.701948051948052
4,"[0, 1, 5, 8]",82,45,744,990,0.40594059405940597,0.8035714285714286,0.6636931311329171,0.6428571428571429
4,"[0, 1, 5, 9]",83,47,779,1081,0.41089108910891087,0.8392857142857143,0.6949152542372882,0.701948051948052
4,"[0, 1, 6, 7]",96,48,835,1128,0.4752475247524752,0.8571428571428571,0.7448706512042819,0.7324675324675325
4,"[0, 1, 6, 8]",92,48,816,1128,0.45544554455445546,0.8571428571428571,0.727921498661909,0.7324675324675325
4,"[0, 1, 6, 9]",93,48,836,1128,0.4603960396039604,0.8571428571428571,0.7457627118644068,0.7324675324675325
4,"[0, 1, 7, 8]",89,48,796,1128,0.4405940594059406,0.8571428571428571,0.7100802854594113,0.7324675324675325
4,"[0, 1, 7, 9]",90,48,827,1128,0.44554455445544555,0.8571428571428571,0.7377341659232828,0.7324675324675325
4,"[0, 1, 8, 9]",86,47,777,1081,0.42574257425742573,0.8392857142857143,0.6931311329170383,0.701948051948052
4,"[0, 2, 3, 4]",97,49,877,1176,0.4801980198019802,0.875,0.7823371989295272,0.7636363636363637
4,"[0, 2, 3, 5]",87,47,800,1081,0.4306930693069307,0.8392857142857143,0.7136485280999108,0.701948051948052
4,"[0, 2, 3, 6]",97,48,856,1128,0.4801980198019802,0.8571428571428571,0.7636039250669046,0.7324675324675325
4,"[0, 2, 3, 7]",94,48,831,1128,0.46534653465346537,0.8571428571428571,0.7413024085637824,0.7324675324675325
4,"[0, 2, 3, 8]",90,48,817,1128,0.44554455445544555,0.8571428571428571,0.7288135593220338,0.7324675324675325
4,"[0, 2, 3, 9]",91,48,831,1128,0.4504950495049505,0.8571428571428571,0.7413024085637824,0.7324675324675325
4,"[0, 2, 4, 5]",89,48,817,1128,0.4405940594059406,0.8571428571428571,0.7288135593220338,0.7324675324675325
4,"[0, 2, 4, 6]",99,49,867,1176,0.4900990099009901,0.875,0.7734165923282783,0.7636363636363637
4,"[0, 2, 4, 7]",96,49,847,1176,0.4752475247524752,0.875,0.7555753791257805,0.7636363636363637
4,"[0, 2, 4, 8]",92,48,821,1128,0.45544554455445546,0.8571428571428571,0.7323818019625334,0.7324675324675325
4,"[0, 2, 4, 9]",93,49,840,1176,0.4603960396039604,0.875,0.7493309545049064,0.7636363636363637
4,"[0, 2, 5, 6]",89,47,797,1081,0.4405940594059406,0.8392857142857143,0.7109723461195361,0.701948051948052
4,"[0, 2, 5, 7]",86,47,775,1081,0.42574257425742573,0.8392857142857143,0.6913470115967886,0.701948051948052
4,"[0, 2, 5, 8]",82,45,739,990,0.40594059405940597,0.8035714285714286,0.6592328278322926,0.6428571428571429
4,"[0, 2, 5, 9]",83,47,763,1081,0.41089108910891087,0.8392857142857143,0.6806422836752899,0.701948051948052
4,"[0, 2, 6, 7]",96,48,822,1128,0.4752475247524752,0.8571428571428571,0.7332738626226584,0.7324675324675325
4,"[0, 2, 6, 8]",92,47,809,1081,0.45544554455445546,0.8392857142857143,0.7216770740410348,0.701948051948052
4,"[0, 2, 6, 9]",93,47,818,1081,0.4603960396039604,0.8392857142857143,0.7297056199821588,0.701948051948052
4,"[0, 2, 7, 8]",89,47,788,1081,0.4405940594059406,0.8392857142857143,0.7029438001784122,0.701948051948052
4,"[0, 2, 7, 9]",90,47,807,1081,0.44554455445544555,0.8392857142857143,0.719892952720785,0.701948051948052
4,"[0, 2, 8, 9]",86,46,766,1035,0.42574257425742573,0.8214285714285714,0.6833184656556646,0.672077922077922
4,"[0, 3, 4, 5]",82,45,735,990,0.40594059405940597,0.8035714285714286,0.655664585191793,0.6428571428571429
4,"[0, 3, 4, 6]",92,45,776,990,0.45544554455445546,0.8035714285714286,0.6922390722569135,0.6428571428571429
4,"[0, 3, 4, 7]",89,45,747,990,0.4405940594059406,0.8035714285714286,0.6663693131132917,0.6428571428571429
4,"[0, 3, 4, 8]",85,47,756,1081,0.4207920792079208,0.8392857142857143,0.6743978590544157,0.701948051948052
4,"[0, 3, 4, 9]",86,47,772,1081,0.42574257425742573,0.8392857142857143,0.6886708296164139,0.701948051948052
4,"[0, 3, 5, 6]",82,43,699,903,0.40594059405940597,0.7678571428571429,0.623550401427297,0.5863636363636363
4,"[0, 3, 5, 7]",79,42,665,861,0.3910891089108911,0.75,0.5932203389830508,0.5590909090909091
4,"[0, 3, 5, 8]",75,44,666,946,0.3712871287128713,0.7857142857142857,0.5941123996431757,0.6142857142857143
4,"[0, 3, 5, 9]",76,45,683,990,0.37623762376237624,0.8035714285714286,0.6092774308652988,0.6428571428571429
4,"[0, 3, 6, 7]",89,43,716,903,0.4405940594059406,0.7678571428571429,0.6387154326494202,0.5863636363636363
4,"[0, 3, 6, 8]",85,46,731,1035,0.4207920792079208,0.8214285714285714,0.6520963425512935,0.672077922077922
4,"[0, 3, 6, 9]",86,46,737,1035,0.42574257425742573,0.8214285714285714,0.6574487065120428,0.672077922077922
4,"[0, 3, 7, 8]",82,45,694,990,0.40594059405940597,0.8035714285714286,0.6190900981266726,0.6428571428571429
4,"[0, 3, 7, 9]",83,46,709,1035,0.41089108910891087,0.8214285714285714,0.632471008028546,0.672077922077922
4,"[0, 3, 8, 9]",79,46,705,1035,0.3910891089108911,0.8214285714285714,0.6289027653880463,0.672077922077922
4,"[0, 4, 5, 6]",84,44,735,946,0.4158415841584158,0.7857142857142857,0.655664585191793,0.6142857142857143
4,"[0, 4, 5, 7]",81,44,708,946,0.400990099009901,0.7857142857142857,0.631578947368421,0.6142857142857143
4,"[0, 4, 5, 8]",77,46,700,1035,0.3811881188118812,0.8214285714285714,0.6244424620874219,0.672077922077922
4,"[0, 4, 5, 9]",78,45,722,990,0.38613861386138615,0.8035714285714286,0.6440677966101694,0.6428571428571429
4,"[0, 4, 6, 7]",91,44,739,946,0.4504950495049505,0.7857142857142857,0.6592328278322926,0.6142857142857143
4,"[0, 4, 6, 8]",87,47,752,1081,0.4306930693069307,0.8392857142857143,0.6708296164139161,0.701948051948052
4,"[0, 4, 6, 9]",88,46,761,1035,0.43564356435643564,0.8214285714285714,0.6788581623550402,0.672077922077922
