subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
10,416632,"[10, 9, 11, 1, 5, 8, 2, 6, 0, 4]",7849,1669,1147398,1391946,0.824648035301534,0.989330171902786,0.9704787528725765,0.9787679280746424
9,311560,"[10, 9, 11, 1, 5, 8, 2, 6, 7]",7489,1518,975581,1151403,0.7868249632275688,0.8998221695317131,0.8251545080313727,0.8096264716367786
10,491560,"[10, 9, 11, 1, 5, 8, 2, 6, 7, 4]",7489,1518,975581,1151403,0.7868249632275688,0.8998221695317131,0.8251545080313727,0.8096264716367786
9,343560,"[10, 9, 11, 1, 5, 8, 2, 6, 4]",6613,1502,942406,1127251,0.6947888211809203,0.890337877889745,0.7970948176479593,0.7926436267571219
8,190082,"[10, 9, 11, 1, 5, 8, 2, 0]",6986,1521,1026751,1155960,0.733977726413112,0.9016004742145821,0.8684345187900543,0.812830795258698
9,338082,"[10, 9, 11, 1, 5, 8, 2, 0, 7]",7862,1641,1129714,1345620,0.8260138684597604,0.972732661529342,0.955521478878898,0.946193098996513
10,518082,"[10, 9, 11, 1, 5, 8, 2, 0, 7, 4]",7862,1641,1129714,1345620,0.8260138684597604,0.972732661529342,0.955521478878898,0.946193098996513
9,370082,"[10, 9, 11, 1, 5, 8, 2, 0, 4]",6986,1521,1026751,1155960,0.733977726413112,0.9016004742145821,0.8684345187900543,0.812830795258698
8,265010,"[10, 9, 11, 1, 5, 8, 2, 7]",6626,1474,924993,1085601,0.6961546543391469,0.8737403675163011,0.7823667577038335,0.7633567979546332
9,445010,"[10, 9, 11, 1, 5, 8, 2, 7, 4]",6626,1474,924993,1085601,0.6961546543391469,0.8737403675163011,0.7823667577038335,0.7633567979546332
8,297010,"[10, 9, 11, 1, 5, 8, 2, 4]",5750,1354,821600,915981,0.6041185122924985,0.8026081802015412,0.694916100045589,0.6440859239695642
7,119279,"[10, 9, 11, 1, 5, 8, 3]",5535,1348,800718,907878,0.5815297331372137,0.7990515708358032,0.6772539311055307,0.6383881766997788
8,165829,"[10, 9, 11, 1, 5, 8, 3, 6]",6398,1497,922586,1119756,0.6722000420256357,0.8873740367516301,0.7803308971234906,0.7873734039029885
9,238901,"[10, 9, 11, 1, 5, 8, 3, 6, 0]",7634,1664,1131820,1383616,0.8020592561462492,0.9863663307646711,0.9573027511606604,0.9729105623141446
10,386901,"[10, 9, 11, 1, 5, 8, 3, 6, 0, 7]",8510,1680,1165022,1410360,0.8940953981928976,0.995850622406639,0.985385278368199,0.9917160112815818
11,566901,"[10, 9, 11, 1, 5, 8, 3, 6, 0, 7, 4]",8510,1680,1165022,1410360,0.8940953981928976,0.995850622406639,0.985385278368199,0.9917160112815818
10,418901,"[10, 9, 11, 1, 5, 8, 3, 6, 0, 4]",7634,1664,1131820,1383616,0.8020592561462492,0.9863663307646711,0.9573027511606604,0.9729105623141446
9,313829,"[10, 9, 11, 1, 5, 8, 3, 6, 7]",7274,1513,956215,1143828,0.7642361840722841,0.8968583283935981,0.808774584475527,0.8042999955700595
10,493829,"[10, 9, 11, 1, 5, 8, 3, 6, 7, 4]",7274,1513,956215,1143828,0.7642361840722841,0.8968583283935981,0.808774584475527,0.8042999955700595
9,345829,"[10, 9, 11, 1, 5, 8, 3, 6, 4]",6398,1497,922586,1119756,0.6722000420256357,0.8873740367516301,0.7803308971234906,0.7873734039029885
8,192351,"[10, 9, 11, 1, 5, 8, 3, 0]",6771,1515,1010115,1146855,0.7113889472578273,0.8980438648488441,0.8543636518957525,0.8064284765012751
9,340351,"[10, 9, 11, 1, 5, 8, 3, 0, 7]",7647,1635,1113719,1335795,0.8034250893044758,0.969176052163604,0.9419927751054934,0.9392845013258179
10,520351,"[10, 9, 11, 1, 5, 8, 3, 0, 7, 4]",7647,1635,1113719,1335795,0.8034250893044758,0.969176052163604,0.9419927751054934,0.9392845013258179
9,372351,"[10, 9, 11, 1, 5, 8, 3, 0, 4]",6771,1515,1010115,1146855,0.7113889472578273,0.8980438648488441,0.8543636518957525,0.8064284765012751
8,267279,"[10, 9, 11, 1, 5, 8, 3, 7]",6411,1468,904831,1076778,0.6735658751838621,0.8701837581505631,0.7653135707404459,0.7571527717715754
9,447279,"[10, 9, 11, 1, 5, 8, 3, 7, 4]",6411,1468,904831,1076778,0.6735658751838621,0.8701837581505631,0.7653135707404459,0.7571527717715754
8,299279,"[10, 9, 11, 1, 5, 8, 3, 4]",5535,1348,800718,907878,0.5815297331372137,0.7990515708358032,0.6772539311055307,0.6383881766997788
7,131560,"[10, 9, 11, 1, 5, 8, 6]",5605,1488,906962,1106328,0.5888842193738181,0.8820391227030231,0.7671159882297317,0.7779313021704599
8,204632,"[10, 9, 11, 1, 5, 8, 6, 0]",6841,1658,1124289,1373653,0.7187434334944316,0.982809721398933,0.9509329688463428,0.965904927851739
9,352632,"[10, 9, 11, 1, 5, 8, 6, 0, 7]",7717,1674,1157542,1400301,0.81077957554108,0.992294013040901,0.9790586322772289,0.9846428729640732
10,532632,"[10, 9, 11, 1, 5, 8, 6, 0, 7, 4]",7717,1674,1157542,1400301,0.81077957554108,0.992294013040901,0.9790586322772289,0.9846428729640732
9,384632,"[10, 9, 11, 1, 5, 8, 6, 0, 4]",6841,1658,1124289,1373653,0.7187434334944316,0.982809721398933,0.9509329688463428,0.965904927851739
8,279560,"[10, 9, 11, 1, 5, 8, 6, 7]",6481,1504,940741,1130256,0.6809203614204665,0.8915234143449912,0.7956865468269079,0.7947566380548764
9,459560,"[10, 9, 11, 1, 5, 8, 6, 7, 4]",6481,1504,940741,1130256,0.6809203614204665,0.8915234143449912,0.7956865468269079,0.7947566380548764
8,311560,"[10, 9, 11, 1, 5, 8, 6, 4]",5605,1488,906962,1106328,0.5888842193738181,0.8820391227030231,0.7671159882297317,0.7779313021704599
7,158082,"[10, 9, 11, 1, 5, 8, 0]",5978,1508,1002126,1136278,0.6280731246060096,0.8938944872554832,0.847606489379608,0.7989910986322735
8,306082,"[10, 9, 11, 1, 5, 8, 0, 7]",6854,1628,1105781,1324378,0.7201092666526582,0.965026674570243,0.9352787488126966,0.9312564647246652
9,486082,"[10, 9, 11, 1, 5, 8, 0, 7, 4]",6854,1628,1105781,1324378,0.7201092666526582,0.965026674570243,0.9352787488126966,0.9312564647246652
8,338082,"[10, 9, 11, 1, 5, 8, 0, 4]",5978,1508,1002126,1136278,0.6280731246060096,0.8938944872554832,0.847606489379608,0.7989910986322735
7,233010,"[10, 9, 11, 1, 5, 8, 7]",5618,1458,888897,1062153,0.5902500525320445,0.8642560758743332,0.7518364612733982,0.7468689813457315
8,413010,"[10, 9, 11, 1, 5, 8, 7, 4]",5618,1458,888897,1062153,0.5902500525320445,0.8642560758743332,0.7518364612733982,0.7468689813457315
7,265010,"[10, 9, 11, 1, 5, 8, 4]",4742,1338,784634,894453,0.4982139104853961,0.7931238885595732,0.6636499503933432,0.628948184462722
6,97010,"[10, 9, 11, 1, 5, 2]",4963,1338,803213,894453,0.5214330741752469,0.7931238885595732,0.6793642228163556,0.628948184462722
7,131279,"[10, 9, 11, 1, 5, 2, 3]",5756,1341,806436,898470,0.6047488968270646,0.7949021932424422,0.6820902629702589,0.6317727988996872
8,177829,"[10, 9, 11, 1, 5, 2, 3, 6]",6619,1491,930156,1110795,0.6954192057154864,0.8838174273858921,0.7867336659615445,0.7810723409282202
9,250901,"[10, 9, 11, 1, 5, 2, 3, 6, 0]",7855,1658,1135075,1373653,0.8252784198361001,0.982809721398933,0.9600558571801935,0.965904927851739
10,398901,"[10, 9, 11, 1, 5, 2, 3, 6, 0, 7]",8731,1680,1173162,1410360,0.9173145618827485,0.995850622406639,0.9922701579377841,0.9917160112815818
11,578901,"[10, 9, 11, 1, 5, 2, 3, 6, 0, 7, 4]",8731,1680,1173162,1410360,0.9173145618827485,0.995850622406639,0.9922701579377841,0.9917160112815818
10,430901,"[10, 9, 11, 1, 5, 2, 3, 6, 0, 4]",7855,1658,1135075,1373653,0.8252784198361001,0.982809721398933,0.9600558571801935,0.965904927851739
9,325829,"[10, 9, 11, 1, 5, 2, 3, 6, 7]",7495,1513,968660,1143828,0.7874553477621349,0.8968583283935981,0.8193006687806236,0.8042999955700595
10,505829,"[10, 9, 11, 1, 5, 2, 3, 6, 7, 4]",7495,1513,968660,1143828,0.7874553477621349,0.8968583283935981,0.8193006687806236,0.8042999955700595
9,357829,"[10, 9, 11, 1, 5, 2, 3, 6, 4]",6619,1491,930156,1110795,0.6954192057154864,0.8838174273858921,0.7867336659615445,0.7810723409282202
8,204351,"[10, 9, 11, 1, 5, 2, 3, 0]",6992,1509,1012283,1137786,0.7346081109476781,0.8944872554831061,0.8561973642921726,0.8000514716895161
9,352351,"[10, 9, 11, 1, 5, 2, 3, 0, 7]",7868,1636,1122123,1337430,0.8266442529943265,0.969768820391227,0.9491009480665246,0.9404341763580405
10,532351,"[10, 9, 11, 1, 5, 2, 3, 0, 7, 4]",7868,1636,1122123,1337430,0.8266442529943265,0.969768820391227,0.9491009480665246,0.9404341763580405
9,384351,"[10, 9, 11, 1, 5, 2, 3, 0, 4]",6992,1509,1012283,1137786,0.7346081109476781,0.8944872554831061,0.8561973642921726,0.8000514716895161
8,279279,"[10, 9, 11, 1, 5, 2, 3, 7]",6632,1468,916927,1076778,0.696785038873713,0.8701837581505631,0.7755444679485174,0.7571527717715754
9,459279,"[10, 9, 11, 1, 5, 2, 3, 7, 4]",6632,1468,916927,1076778,0.696785038873713,0.8701837581505631,0.7755444679485174,0.7571527717715754
8,311279,"[10, 9, 11, 1, 5, 2, 3, 4]",5756,1341,806436,898470,0.6047488968270646,0.7949021932424422,0.6820902629702589,0.6317727988996872
7,143560,"[10, 9, 11, 1, 5, 2, 6]",5826,1488,926948,1106328,0.6121033830636688,0.8820391227030231,0.7840203129321551,0.7779313021704599
8,216632,"[10, 9, 11, 1, 5, 2, 6, 0]",7062,1656,1132984,1370340,0.7419625971842824,0.981624184943687,0.9582872720229451,0.963575341685529
9,364632,"[10, 9, 11, 1, 5, 2, 6, 0, 7]",7938,1678,1171071,1407003,0.8339987392309308,0.994665085951393,0.9905015727805356,0.9893554858484497
10,544632,"[10, 9, 11, 1, 5, 2, 6, 0, 7, 4]",7938,1678,1171071,1407003,0.8339987392309308,0.994665085951393,0.9905015727805356,0.9893554858484497
9,396632,"[10, 9, 11, 1, 5, 2, 6, 0, 4]",7062,1656,1132984,1370340,0.7419625971842824,0.981624184943687,0.9582872720229451,0.963575341685529
8,291560,"[10, 9, 11, 1, 5, 2, 6, 7]",6702,1510,965463,1139295,0.7041395251103173,0.8950800237107291,0.8165966196425445,0.8011125479119159
9,471560,"[10, 9, 11, 1, 5, 2, 6, 7, 4]",6702,1510,965463,1139295,0.7041395251103173,0.8950800237107291,0.8165966196425445,0.8011125479119159
8,323560,"[10, 9, 11, 1, 5, 2, 6, 4]",5826,1488,926948,1106328,0.6121033830636688,0.8820391227030231,0.7840203129321551,0.7779313021704599
7,170082,"[10, 9, 11, 1, 5, 2, 0]",6199,1507,1010179,1134771,0.6512922882958605,0.8933017190278602,0.854417783627012,0.7979314287401882
8,318082,"[10, 9, 11, 1, 5, 2, 0, 7]",7075,1634,1120019,1334161,0.743328430342509,0.968583283935981,0.947321367401364,0.9381355294587527
9,498082,"[10, 9, 11, 1, 5, 2, 0, 7, 4]",7075,1634,1120019,1334161,0.743328430342509,0.968583283935981,0.947321367401364,0.9381355294587527
8,350082,"[10, 9, 11, 1, 5, 2, 0, 4]",6199,1507,1010179,1134771,0.6512922882958605,0.8933017190278602,0.854417783627012,0.7979314287401882
7,245010,"[10, 9, 11, 1, 5, 2, 7]",5839,1465,913715,1072380,0.6134692162218953,0.8684054534676942,0.7728277316859243,0.7540602514096704
8,425010,"[10, 9, 11, 1, 5, 2, 7, 4]",5839,1465,913715,1072380,0.6134692162218953,0.8684054534676942,0.7728277316859243,0.7540602514096704
7,277010,"[10, 9, 11, 1, 5, 2, 4]",4963,1338,803213,894453,0.5214330741752469,0.7931238885595732,0.6793642228163556,0.628948184462722
6,99279,"[10, 9, 11, 1, 5, 3]",4748,1324,775385,875826,0.4988442950199622,0.7848251333728512,0.6558270694180247,0.6158503270772729
7,145829,"[10, 9, 11, 1, 5, 3, 6]",5611,1476,900965,1088550,0.5895146039083841,0.8749259039715471,0.7620436758490435,0.7654304320035777
8,218901,"[10, 9, 11, 1, 5, 3, 6, 0]",6847,1645,1112344,1352190,0.7193738180289977,0.975103734439834,0.9408297886917122,0.9508128940801228
9,366901,"[10, 9, 11, 1, 5, 3, 6, 0, 7]",7723,1670,1152967,1393615,0.8114099600756461,0.989922940130409,0.9751890593004657,0.9799415107222139
10,546901,"[10, 9, 11, 1, 5, 3, 6, 0, 7, 4]",7723,1670,1152967,1393615,0.8114099600756461,0.989922940130409,0.9751890593004657,0.9799415107222139
9,398901,"[10, 9, 11, 1, 5, 3, 6, 0, 4]",6847,1645,1112344,1352190,0.7193738180289977,0.975103734439834,0.9408297886917122,0.9508128940801228
8,293829,"[10, 9, 11, 1, 5, 3, 6, 7]",6487,1502,942818,1127251,0.6815507459550326,0.890337877889745,0.7974432906679433,0.7926436267571219
9,473829,"[10, 9, 11, 1, 5, 3, 6, 7, 4]",6487,1502,942818,1127251,0.6815507459550326,0.890337877889745,0.7974432906679433,0.7926436267571219
8,325829,"[10, 9, 11, 1, 5, 3, 6, 4]",5611,1476,900965,1088550,0.5895146039083841,0.8749259039715471,0.7620436758490435,0.7654304320035777
7,172351,"[10, 9, 11, 1, 5, 3, 0]",5984,1494,987789,1115271,0.6287035091405757,0.8855957320687611,0.8354801357691485,0.7842197081723964
8,320351,"[10, 9, 11, 1, 5, 3, 0, 7]",6860,1625,1101047,1319500,0.7207396511872242,0.9632483698873741,0.9312746923160853,0.9278264250872452
9,500351,"[10, 9, 11, 1, 5, 3, 0, 7, 4]",6860,1625,1101047,1319500,0.7207396511872242,0.9632483698873741,0.9312746923160853,0.9278264250872452
8,352351,"[10, 9, 11, 1, 5, 3, 0, 4]",5984,1494,987789,1115271,0.6287035091405757,0.8855957320687611,0.8354801357691485,0.7842197081723964
7,247279,"[10, 9, 11, 1, 5, 3, 7]",5624,1456,890180,1059240,0.5908804370666106,0.8630705394190872,0.7529216333234937,0.7448206612424506
8,427279,"[10, 9, 11, 1, 5, 3, 7, 4]",5624,1456,890180,1059240,0.5908804370666106,0.8630705394190872,0.7529216333234937,0.7448206612424506
7,279279,"[10, 9, 11, 1, 5, 3, 4]",4748,1324,775385,875826,0.4988442950199622,0.7848251333728512,0.6558270694180247,0.6158503270772729
6,111560,"[10, 9, 11, 1, 5, 6]",4818,1463,882999,1069453,0.5061987812565665,0.8672199170124482,0.7468478839145023,0.7520020869941869
7,184632,"[10, 9, 11, 1, 5, 6, 0]",6054,1638,1104178,1340703,0.6360579953771801,0.970954356846473,0.9339229181063029,0.9427356359179575
8,332632,"[10, 9, 11, 1, 5, 6, 0, 7]",6930,1663,1144871,1381953,0.7280941374238286,0.9857735625370481,0.9683413952961217,0.9717411986575171
9,512632,"[10, 9, 11, 1, 5, 6, 0, 7, 4]",6930,1663,1144871,1381953,0.7280941374238286,0.9857735625370481,0.9683413952961217,0.9717411986575171
8,364632,"[10, 9, 11, 1, 5, 6, 0, 4]",6054,1638,1104178,1340703,0.6360579953771801,0.970954356846473,0.9339229181063029,0.9427356359179575
7,259560,"[10, 9, 11, 1, 5, 6, 7]",5694,1490,925503,1109305,0.5982349233032149,0.8832246591582691,0.7827981199373086,0.7800246248438094
8,439560,"[10, 9, 11, 1, 5, 6, 7, 4]",5694,1490,925503,1109305,0.5982349233032149,0.8832246591582691,0.7827981199373086,0.7800246248438094
7,291560,"[10, 9, 11, 1, 5, 6, 4]",4818,1463,882999,1069453,0.5061987812565665,0.8672199170124482,0.7468478839145023,0.7520020869941869
6,138082,"[10, 9, 11, 1, 5, 0]",5191,1486,979165,1103355,0.5453876864887581,0.8808535862477771,0.8281858849819124,0.7758407921577396
7,286082,"[10, 9, 11, 1, 5, 0, 7]",6067,1617,1092493,1306536,0.6374238285354066,0.9585062240663901,0.9240396481099145,0.9187105919877143
8,466082,"[10, 9, 11, 1, 5, 0, 7, 4]",6067,1617,1092493,1306536,0.6374238285354066,0.9585062240663901,0.9240396481099145,0.9187105919877143
7,318082,"[10, 9, 11, 1, 5, 0, 4]",5191,1486,979165,1103355,0.5453876864887581,0.8808535862477771,0.8281858849819124,0.7758407921577396
6,213010,"[10, 9, 11, 1, 5, 7]",4831,1443,872404,1040403,0.5075646144147931,0.8553645524599881,0.7378865449661296,0.7315751391739638
7,393010,"[10, 9, 11, 1, 5, 7, 4]",4831,1443,872404,1040403,0.5075646144147931,0.8553645524599881,0.7378865449661296,0.7315751391739638
6,245010,"[10, 9, 11, 1, 5, 4]",3955,1310,756958,857395,0.41552847236814455,0.7765263781861292,0.6402413598567539,0.602890290062659
5,65010,"[10, 9, 11, 1, 8]",3939,1289,736864,830116,0.41384744694263503,0.7640782454060462,0.6232456878578297,0.5837086477360544
6,97010,"[10, 9, 11, 1, 8, 2]",4947,1310,779356,857395,0.5197520487497373,0.7765263781861292,0.659185774181025,0.602890290062659
7,131279,"[10, 9, 11, 1, 8, 2, 3]",5740,1313,782571,861328,0.6030678714015549,0.7783046828689982,0.6619050478685208,0.605655838626409
8,177829,"[10, 9, 11, 1, 8, 2, 3, 6]",6603,1493,925500,1113778,0.6937381802899769,0.8850029638411381,0.7827955825124059,0.7831698825925136
9,250901,"[10, 9, 11, 1, 8, 2, 3, 6, 0]",7839,1659,1130016,1375311,0.8235973944105904,0.983402489626556,0.9557769129857794,0.96707077568258
10,398901,"[10, 9, 11, 1, 8, 2, 3, 6, 0, 7]",8715,1682,1170192,1413721,0.9156335364572389,0.997036158861885,0.9897581072840165,0.9940793493753433
11,578901,"[10, 9, 11, 1, 8, 2, 3, 6, 0, 7, 4]",8715,1682,1170192,1413721,0.9156335364572389,0.997036158861885,0.9897581072840165,0.9940793493753433
10,430901,"[10, 9, 11, 1, 8, 2, 3, 6, 0, 4]",7839,1659,1130016,1375311,0.8235973944105904,0.983402489626556,0.9557769129857794,0.96707077568258
9,325829,"[10, 9, 11, 1, 8, 2, 3, 6, 7]",7479,1516,966145,1148370,0.7857743223366254,0.8986366330764671,0.81717346090378,0.807493771714619
10,505829,"[10, 9, 11, 1, 8, 2, 3, 6, 7, 4]",7479,1516,966145,1148370,0.7857743223366254,0.8986366330764671,0.81717346090378,0.807493771714619
9,357829,"[10, 9, 11, 1, 8, 2, 3, 6, 4]",6603,1493,925500,1113778,0.6937381802899769,0.8850029638411381,0.7827955825124059,0.7831698825925136
8,204351,"[10, 9, 11, 1, 8, 2, 3, 0]",6976,1480,988042,1094460,0.7329270855221686,0.8772969768820391,0.8356941252692842,0.7695861380833546
9,352351,"[10, 9, 11, 1, 8, 2, 3, 0, 7]",7852,1629,1111207,1326006,0.824963227568817,0.965619442797866,0.9398681046535526,0.9324012176007864
10,532351,"[10, 9, 11, 1, 8, 2, 3, 0, 7, 4]",7852,1629,1111207,1326006,0.824963227568817,0.965619442797866,0.9398681046535526,0.9324012176007864
9,384351,"[10, 9, 11, 1, 8, 2, 3, 0, 4]",6976,1480,988042,1094460,0.7329270855221686,0.8772969768820391,0.8356941252692842,0.7695861380833546
8,279279,"[10, 9, 11, 1, 8, 2, 3, 7]",6616,1463,906879,1069453,0.6951040134482034,0.8672199170124482,0.7670457861407544,0.7520020869941869
9,459279,"[10, 9, 11, 1, 8, 2, 3, 7, 4]",6616,1463,906879,1069453,0.6951040134482034,0.8672199170124482,0.7670457861407544,0.7520020869941869
8,311279,"[10, 9, 11, 1, 8, 2, 3, 4]",5740,1313,782571,861328,0.6030678714015549,0.7783046828689982,0.6619050478685208,0.605655838626409
7,143560,"[10, 9, 11, 1, 8, 2, 6]",5810,1490,922300,1109305,0.6104223576381593,0.8832246591582691,0.780088995949424,0.7800246248438094
8,216632,"[10, 9, 11, 1, 8, 2, 6, 0]",7046,1657,1127938,1371996,0.7402815717587728,0.98221695317131,0.9540193233364431,0.9647397831860554
9,364632,"[10, 9, 11, 1, 8, 2, 6, 0, 7]",7922,1680,1168114,1410360,0.8323177138054213,0.995850622406639,0.9880005176346802,0.9917160112815818
10,544632,"[10, 9, 11, 1, 8, 2, 6, 0, 7, 4]",7922,1680,1168114,1410360,0.8323177138054213,0.995850622406639,0.9880005176346802,0.9917160112815818
9,396632,"[10, 9, 11, 1, 8, 2, 6, 0, 4]",7046,1657,1127938,1371996,0.7402815717587728,0.98221695317131,0.9540193233364431,0.9647397831860554
8,291560,"[10, 9, 11, 1, 8, 2, 6, 7]",6686,1513,962945,1143828,0.7024584996848078,0.8968583283935981,0.8144668743407981,0.8042999955700595
9,471560,"[10, 9, 11, 1, 8, 2, 6, 7, 4]",6686,1513,962945,1143828,0.7024584996848078,0.8968583283935981,0.8144668743407981,0.8042999955700595
8,323560,"[10, 9, 11, 1, 8, 2, 6, 4]",5810,1490,922300,1109305,0.6104223576381593,0.8832246591582691,0.780088995949424,0.7800246248438094
7,170082,"[10, 9, 11, 1, 8, 2, 0]",6183,1478,985951,1091503,0.6496112628703509,0.8761114404267931,0.8339255401120358,0.7675068787131515
8,318082,"[10, 9, 11, 1, 8, 2, 0, 7]",7059,1627,1109116,1322751,0.7416474049169993,0.96443390634262,0.9380995194963042,0.9301124150137011
9,498082,"[10, 9, 11, 1, 8, 2, 0, 7, 4]",7059,1627,1109116,1322751,0.7416474049169993,0.96443390634262,0.9380995194963042,0.9301124150137011
8,350082,"[10, 9, 11, 1, 8, 2, 0, 4]",6183,1478,985951,1091503,0.6496112628703509,0.8761114404267931,0.8339255401120358,0.7675068787131515
7,245010,"[10, 9, 11, 1, 8, 2, 7]",5823,1460,903664,1065070,0.6117881907963858,0.8654416123295792,0.7643265124532586,0.7489201141096418
8,425010,"[10, 9, 11, 1, 8, 2, 7, 4]",5823,1460,903664,1065070,0.6117881907963858,0.8654416123295792,0.7643265124532586,0.7489201141096418
7,277010,"[10, 9, 11, 1, 8, 2, 4]",4947,1310,779356,857395,0.5197520487497373,0.7765263781861292,0.659185774181025,0.602890290062659
6,99279,"[10, 9, 11, 1, 8, 3]",4732,1299,754007,843051,0.4971632695944526,0.7700059276822763,0.6377453795607041,0.5928040890460229
7,145829,"[10, 9, 11, 1, 8, 3, 6]",5595,1483,899857,1098903,0.5878335784828745,0.8790752815649081,0.7611065202516111,0.7727103008773392
8,218901,"[10, 9, 11, 1, 8, 3, 6, 0]",6831,1650,1109911,1360425,0.7176927926034882,0.978067575577949,0.9387719370955451,0.9566034591506749
9,366901,"[10, 9, 11, 1, 8, 3, 6, 0, 7]",7707,1673,1150891,1398628,0.8097289346501366,0.991701244813278,0.9734331612677313,0.9834664776558724
10,546901,"[10, 9, 11, 1, 8, 3, 6, 0, 7, 4]",7707,1673,1150891,1398628,0.8097289346501366,0.991701244813278,0.9734331612677313,0.9834664776558724
9,398901,"[10, 9, 11, 1, 8, 3, 6, 0, 4]",6831,1650,1109911,1360425,0.7176927926034882,0.978067575577949,0.9387719370955451,0.9566034591506749
8,293829,"[10, 9, 11, 1, 8, 3, 6, 7]",6471,1506,941456,1133265,0.679869720529523,0.8927089508002372,0.7962912997620741,0.7968724620132603
